rank_test_score,mean_test_score,std_test_score,params
16,0.8187444428648443,0.010498801545391503,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
17,0.8181576781246406,0.012581962512584591,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
18,0.818064045936865,0.011848061126402258,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
19,0.817954156960937,0.009057829689870431,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
20,0.817815655208489,0.010891259733255934,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
21,0.8177744000066053,0.011934018620241588,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
22,0.8176560518159416,0.011897070058281554,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
23,0.8174067960389569,0.014521224484069138,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
24,0.8173826456267287,0.015825772519071343,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
25,0.8171890157975564,0.01904252760644691,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
26,0.8171797573340847,0.008726069476494546,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
27,0.8171694579632038,0.0168001274930642,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
28,0.8170602078014803,0.01477188306124072,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
29,0.8167754097220026,0.014506545742581959,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
30,0.8160912623389297,0.016019759583129456,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
31,0.8160911334793285,0.013294974984706184,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
32,0.8157563089200431,0.020812205549286356,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
33,0.8153877167764024,0.018036481132382275,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
34,0.8150272403565252,0.011809248619900604,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
35,0.8147485455029042,0.012815619539088281,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
36,0.8147366720468632,0.015916491442122933,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
37,0.8139620712979092,0.014000865972977063,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
38,0.8136931803696668,0.013768168686894552,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
39,0.8135501121953457,0.017015281049885735,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
40,0.8130984644496004,0.01691542648137276,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
41,0.8130504606094842,0.017414633304273633,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
42,0.8125424330840885,0.015082222545312112,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
43,0.8125130697556777,0.007968484485648242,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
44,0.8121768675305479,0.014956926905710438,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
45,0.812037823689065,0.010967531083585797,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
46,0.8120060446070134,0.011957048159049747,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
47,0.8114103636940457,0.009724438987040286,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
48,0.8112576207198098,0.016925410553700677,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
49,0.8110098900024092,0.015883453972974262,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
50,0.8109628298576281,0.01875903545320506,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
51,0.8107029502035603,0.015025589461035504,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
52,0.8106867165034839,0.015270561169641735,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
53,0.8106133930519095,0.01738779351028135,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
54,0.8101483159609195,0.01654577427726258,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
55,0.8101143436590533,0.01600169490466193,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
56,0.8099838270443082,0.015230152982793847,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
57,0.8097683239117697,0.012566921559159583,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
58,0.8097098832436675,0.018369818641566716,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
59,0.8094562334646114,0.01979775598155438,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
60,0.8093188152147952,0.01227947042120284,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
61,0.8092483932827548,0.014624180545006112,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
62,0.8090733974227339,0.015337786978949967,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
63,0.8090089048863606,0.019446891245048975,"{'classifier__C': 0.5, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
64,0.8088615484790627,0.011665610314630289,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
65,0.8088085698866413,0.018042224594843174,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
66,0.8081887884253278,0.018391077558361415,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
67,0.8081509307384127,0.020402307705152303,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
68,0.8079945980559856,0.01285337461028106,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
69,0.8079144019975872,0.016560785156844487,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
70,0.8069715128519725,0.018532483450591004,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
71,0.8067259406089686,0.012157095645571712,"{'classifier__C': 1.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
72,0.8062146844353419,0.015529075752243486,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
73,0.8061629813980792,0.014516986700161513,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
74,0.8056007156733628,0.014176458697258535,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
75,0.8047611595858271,0.013782775734204387,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
76,0.8046286101987631,0.013317702647529654,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
77,0.8045168650409057,0.014724697569627989,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
78,0.8044278805158059,0.01562209929397436,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
79,0.8043018625154913,0.013893290093765644,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
80,0.8039198950246723,0.012720455442750555,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
81,0.8036186452564664,0.01866903409500477,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
82,0.8033838950114346,0.016789678865369296,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
83,0.8032232348635446,0.011019480764948552,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
84,0.8031095683230705,0.012437345546396984,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
85,0.8029927967431243,0.011561974810058696,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
86,0.8028907531368024,0.0110340674697008,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
87,0.8026720730279105,0.012310653551501419,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
88,0.802630119873221,0.01465427892981984,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
89,0.8025419492845318,0.011870946798453736,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
90,0.8024764137928801,0.008850748350533238,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
91,0.8019835152675693,0.015546182312443767,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
92,0.8019807281753119,0.01391487171582936,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
93,0.8019478768785337,0.008191115361284772,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
94,0.8016126184542525,0.012237092244170081,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
95,0.8014007453932196,0.01709240467312453,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
96,0.8013690024654115,0.01766818659577021,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
97,0.8011379225026273,0.019933410480236943,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
98,0.8009324508316864,0.01882312330860835,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
99,0.8005584389110219,0.020887282334978108,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
100,0.8004679902503445,0.01671623869278919,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
101,0.7996679095162339,0.017245632287067138,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
102,0.7995817348283043,0.014809739596321647,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
103,0.7995774193269312,0.01217122654546719,"{'classifier__C': 2.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
104,0.7995501178176427,0.014929521826485213,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
105,0.7993277944821984,0.021592695997817463,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
106,0.7993007125048833,0.010532652981252331,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
107,0.7991975198989435,0.01551027700164724,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
108,0.7985443622508808,0.017806562861134044,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
109,0.7984228284284567,0.012419180575163329,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
110,0.797990467007792,0.011760928599776786,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
111,0.7977980878048454,0.018530776918300223,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
112,0.7977878551362041,0.014091745282982588,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
113,0.7973531748031386,0.017010521258901037,"{'classifier__C': 1.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
114,0.7970786068509297,0.012023283928326014,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
115,0.796974299555585,0.017300592713108087,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
116,0.7969141229945533,0.015419643574938902,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
117,0.7967262626150475,0.016953873872793405,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
118,0.7963504319028507,0.014065478547884064,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
119,0.795753743346919,0.02038292971329425,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
120,0.7957136434066359,0.015322089056961426,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
121,0.7948533666699037,0.009742078971601204,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
122,0.7947429027252899,0.009017060716316045,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
123,0.7947216597584459,0.014699843844675903,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
124,0.7938318205578128,0.016506655326177278,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
125,0.7932809706995463,0.014953183381295053,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
126,0.7915141400792374,0.007587007300460408,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
127,0.7914455860909224,0.024724336199356198,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
128,0.7910650547807347,0.015114925226513334,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
129,0.7909411727918634,0.014693904561396721,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
130,0.7907879454200382,0.011682700941667063,"{'classifier__C': 4.0, 'classifier__class_weight': 'balanced', 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}"
131,0.7904796657457116,0.02490571538313821,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
132,0.789530195232109,0.0218837744373954,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
133,0.7891488332445811,0.015235413560978088,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}"
134,0.7888184253210813,0.025847537330175287,"{'classifier__C': 2.0, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
135,0.7887675398520185,0.007189481256546735,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}"
136,0.7882072962344717,0.01982526952409024,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': False}"
137,0.7871262339381433,0.017894564227541706,"{'classifier__C': 4.0, 'classifier__class_weight': None, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True}"
138,0.7856996439437697,0.025741332465174977,"{'classifier__C': 0.5, 'classifier__class_weight': None, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}"
